parent_lemma;parent_variant;parent_pos;parent_comment;child_lemma;child_variant;child_pos;child_comment
Galisyjka;1;2;##K: og. ##D: mieszkanka Galicji - wspólnoty autonomicznej lub krainy historycznej i regionu geograficznego w Hiszpanii. ;Galisyjczyk;1;2;##K: og. ##D: mieszkaniec Galicji - wspólnoty autonomicznej lub krainy historycznej i regionu geograficznego w Hiszpanii. 
gałganiarka;1;2;##K:  ##D: . [##P: ] {##L: };gałganiarz;1;2;##K: og. ##D: handlarz starymi, zniszczonymi ubraniami. [##P: ] {##L: } ##A1: 0 ##A2: 0
gałganica;1;2;##K:  ##D: . [##P: ] {##L: };gałgan;2;2;##K: pot. ##D: hultaj, nicpoń, ktoś, kto ciągle psoci, urwis. ##A1: {smutek, złość, nieużyteczność, błąd} - s [Gałganie, kto wyżarł ciasteczka z puszki na kredensie?] ##A2: {smutek, złość, nieużyteczność, błąd} - s [Wszędzie pełno tych gałganów, cały dom w rozsypce!]
Gambijka;1;2;##K: og. ##D: mieszkanka Gambii, kobieta pochodzenia gambijskiego.;Gambijczyk;1;2;##K: og. ##D: mieszkaniec Gambii, człowiek pochodzenia gambijskiego. [##W: Obecnie głównym prokuratorem jest Gambijczyk Hassan Bubacar Jallow, który zastąpił w 2003 na tym stanowisku Szwajcarkę Carlę Del Ponte.]
gandystka;1;2;##K: og. ##D: zwolenniczka ideologii społeczno-politycznej stworzonej przez Gandhiego.;gandysta;1;2;##K: og. ##D: zwolennik doktryny społeczno-politycznej stworzonej przez Gandhiego. [##W: Po zamordowaniu Gandhiego (30 stycznia 1948) stał się jednym z głównych przywódców gandystów.]
gangsterka;2;2;##K: og. ##D: kobieta gangster, członkini gangu. [##P: Była dziewczyną przywódcy gangu, ale sama nie była gangsterką.] #S1;gangster;1;2;##K: og. ##D: człowiek zajmujący się przestępczością w grupie zorganizowanej, groźny przestępca. [##WN: Zatrzymani gangsterzy najprawdopodobniej dostarczali broń zabójcom.] ##A1: {złość, wstręt, nieużyteczność, krzywda, błąd, nieszczęście} - m [W tej restauracji spotykają się często gangsterzy.] ##A2: {złość, strach, wstręt, nieużyteczność, krzywda, błąd, nieszczęście} - m [Banda gangsterów okrutnie zamordowała dyrektora jednego z największych banków w Polsce.]
gangsterka;5;2;##K: pot. ##D: przenośnie: kobieta bezwzględna, pozbawiona skrupułów, postępująca okrutnie, często nieuczciwie dla osiągnięcia własnych celów. [##P: To była gangsterka, często zastraszała współpracowników, żeby coś na nich wymusić.] #S1;gangster;2;2;##K: pot. ##D: przenośnie: człowiek bezwzględny, pozbawiony skrupułów, postępujący okrutnie, często nieuczciwie dla osiągnięcia własnych celów. [##P: Ten ich prezydent to jest gangster, nie ma w nim za grosz uczciwości, realizuje swoje wizje po trupach.] [##P: Okradli nas bankowi gangsterzy.]
gapowiczka;1;2;##K: pot. ##D: kobieta, która jedzie środkiem publicznej komunikacji na gapę, czyli bez ważnego biletu, bez uiszczonej opłaty za przejazd. [##P: Dzisiaj rano w tramwaju kontroler złapał dwie gapowiczki.];gapowicz;1;2;##K: pot. ##D: człowiek, który jedzie środkiem publicznej komunikacji na gapę, czyli bez ważnego biletu, bez uiszczonej opłaty za przejazd. [##P: Gapowiczów będziemy karać mandatami na kwotę, która jest stukrotnością ceny biletu, jaki powinni posiadac.] {##L: }
garbuska;1;2;##K:  ##D: . [##P: ] {##L: };garbus;1;2;##K: og. ##D: człowiek, który ma garba, cierpi na łukowe wygięcie kręgosłupa w części grzbietowej. [##P: ] {##L: } [##Kol: postura garbusa] ##A1: {wstręt, brzydota} - m [Nie siedź tyle przed komputerem, bo będziesz garbusem.] ##A2: {wstręt, brzydota} - m [Gośka to straszny garbus, dlatego nikt nie zwraca na nią uwagi.]
garderobiana;1;2;##K: og. ##D: kobieta pomagająca przy ubieraniu się i charakteryzacji. [##P: Za trzy minuty wychodzę na scenę, a garderobiana gdzieś przepadła i nie ma kto zasznurować mi gorsetu.] {##L: };garderobiany;1;2;##K:  ##D: . [##P: ] {##L: }
garncarka;1;2;##K: og. ##D: kobieta, która zajmuje się garncarstwem. [##P: ] {##L: };garncarz;1;2;##K: og. ##D: rzemieślnik wyrabiający z gliny naczynia i przedmioty codziennego użytku. [##W: Z wałka garncarz odcina kawałek zwany „klusem”, wielkością odpowiedni do formowanego naczynia i przykleja go do górnej tarczy koła garncarskiego.] {##L: }
Gaskonka;1;2;##K: og.;Gaskończyk;1;2;##K: og. ##D: mieszkaniec Gaskonii, człowiek, który pochodzi z Gaskonii.
gastarbeiterka;1;2;##K:  ##D: . [##P: ] {##L: };gastarbeiter;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
gaullistka;1;2;##K:  ##D: . [##P: ] {##L: };gaullista;1;2;##K: specj. ##D: zwolennik myśli politycznej  i ruchu politycznego, którego podstawy stworzył Charles de Gaulle (1890-1970), generał, polityk, prezydent V Republiki Francuskiej w latach 1959–1969. [##P: ] {##L: }
gawędziarka;1;2;##K:  ##D: . [##P: ] {##L: };gawędziarz;1;2;##K: og. ##D: człowiek opowiadający baśnie, gawędy, opowieści, podania.
gawędziarka;2;2;2;gawędziarz;2;2;autor ##A1: 0 ##A2: 0
gazdyni;1;2;##K: reg. ##D: żona gazdy, góralka. ##A1: 0 ##A2: 0;gazda;1;2;##K: og. {##L: http://pl.wikipedia.org/wiki/Gazda}
gazdynia;1;2;##K: reg. ##D: żona gazdy, góralka. ##A1: 0 ##A2: 0;gazda;1;2;##K: og. {##L: http://pl.wikipedia.org/wiki/Gazda}
gazeciarka;1;2;##K:  ##D: . [##P: ] {##L: };gazeciarz;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0
gaździna;1;2;##K: reg. ##D: żona gazdy, góralka. ##A1: 0 ##A2: 0;gazda;1;2;##K: og. {##L: http://pl.wikipedia.org/wiki/Gazda}
gburka;2;2;##K: daw. ##D: gospodyni, chłopka. [##Kasprowicz: Przyszła bieda... i rzekła im gburka: »Dajcie Fruzię... pora świętojańska«, Lecz szewc dumny, a duma szatańska — »Nie jej miejsce, gdzie chlew i obórka«.] [##Majkowski: Kiedy gburka narobiła na krosnach dużo sukna i płótna, zawołano krawca, który z kilkoma czeladnikami (pachołkami) rozgaszczał się w domu gbura na dobre.];gbur;3;2;##K: specj. ##D: od XV do XIX wieku na Pomorzu gospodarz, zamożny chłop, zwykle wolny, posiadający własne duże gospodarstwo (tzw. gburstwo), od jednego do dwóch łanów. [##W: Jest ona w ekspozycji ilustrującej warunki życia wielopokoleniowej rodziny, gospodarującej na ok. 4 morgach ziemi dzierżawionej od gbura.]
gdańszczanka;1;2;##K: og. ##D: mieszkanka Gdańska.;gdańszczanin;1;2;##K: og. ##D: mieszkaniec Gdańska.
gdynianka;1;2;##K: og. ##D: mieszkanka Gdyni.;gdynianin;1;2;##K: og. ##D: mieszkaniec Gdyni.
generatywistka;1;2;##K: specj. ##D: językoznawczyni należąca do nurtu generatywnego.;generatywista;1;2;##K: specj. ##D: językoznawca należący do nurtu generatywnego. [##P: Wielu późniejszych kognitywistów zaczynało jako generatywiści.]
genuenka;1;2;##K: og. ##D: mieszkanka Genui.;genueńczyk;1;2;##K: og. ##D: mieszkaniec Genui.
geoanarchistka;1;2;##K: specj. ##D: zwolenniczka geoanarchizmu - ideologii będącej skrzyżowaniem geolibertarianizmu i anarchokapitalizmu. [##P: Babciu, nie przypuszczałam, że z ciebie taka geoanarchistka!];geoanarchista;1;2;##K: specj. ##D: zwolennik geoanarchizmu - ideologii będącej skrzyżowaniem geolibertarianizmu i anarchokapitalizmu. [##P: Można powiedzieć, że dochód podstawowy to dokładnie takie rozwiązanie, do którego dążyliby geoanarchiści.]
geografka;1;2;##K:  ##D: . [##P: ] {##L: };geograf;1;2;##K: og. ##D: naukowiec zajmujący się badaniem i poznawaniem geografii, czyli nauki o świecie. ##A1: 0 ##A2: 0
geolibertarianka;1;2;##K: specj. ##D: zwolenniczka geolibertarianizmu - lewicowo-libertariańskiej ideologii. [##P: Znałem jedną geolibertariankę, potrafiła każdego przegadać, kiedy chodziło o spory ideologiczne.];geolibertarianin;1;2;"##K: specj. ##D: zwolennik geolibertarianizmu - lewicowo-libertariańskiej ideologii. [##W: Geolibertarianie inspirują się ideą ""georgizmu"", ale elementy ich doktryny pochodzą również z pism Johna Locke'a, fizjokratów, Thomasa Jeffersona, Adama Smitha, Thomasa Paine'a, Jamesa Milla, Davida Ricardo, Johna Stuarta Milla oraz Herberta Spencera.]"
germanistka;2;2;##K: og. ##D: neofilolożka, znawczyni języka niemieckiego.;germanista;1;2;##K: og. ##D: ekspert w dziedzinie germanistyki. [##P: Na naszym wydziale pracuje znany na całym świecie germanista.] ##A1: 0 ##A2: 0
germanistka;1;2;##K: og. ##D: nauczycielka języka niemieckiego.;germanista;2;2;##K: og. ##D: nauczyciel, który uczy języka niemieckiego. [##P: Bardzo lubiliśmy naszego germanistę, bo zawsze atmosfera na jego lekcjach była bardzo sympatyczna.]
germanistka;3;2;##K: og. ##D: studentka filologii niemieckiej. [##P: W mojej grupie jest więcej germanistów niż germanistek - kobiety chętniej studiują na takich kierunkach.];germanista;3;2;##K: og. ##D: student filologii niemieckiej. [##P: Germaniści utworzyli bardzo prężnie działające koło naukowe.]
gestykulatorka;1;2;##K:  ##D: . [##P: ] {##L: };gestykulator;1;2;##K:  ##D: . [##P: ] {##L: }
gęsiarka;1;2;przest.;gęsiarek;1;2;##K: daw. ##D: chłopiec, który pasie gęsi. ##A1: 0 ##A2: 0
Ghanijka;1;2;##K: og. ##D: mieszkanka Ghany, kobieta pochodzenia ghańskiego.;Ghańczyk;1;2;##K: og. ##D: mieszkaniec Ghany, człowiek pochodzenia ghańskiego.
Ghanka;1;2;##K: og. ##D: mieszkanka Ghany, kobieta pochodzenia ghańskiego.;Ghańczyk;1;2;##K: og. ##D: mieszkaniec Ghany, człowiek pochodzenia ghańskiego.
Gibraltarka ;1;2;##K: og. ;Gibraltarczyk;1;2;##K: og. ##D: mieszkaniec Gibraltaru (terytorium).
gierałtowiczanka;1;2;##K: og. ##D: mieszkanka Gierałtowic na Górnym Śląsku.;gierałtowiczanin;1;2;##K: og. ##D: mieszkaniec Gierałtowic na Górnym Śląsku.
gilowiczanka;1;2;##K: og. ##D: mieszkanka Gilowic.;gilowiczanin;1;2;##K: og. ##D: mieszkaniec Gilowic.
gimnastyczka;1;2;##K:  ##D: . [##P: ] {##L: };gimnastyk;1;2;##K:  ##D: . [##P: ] {##L: }
gimnazistka;1;2;##K: pot. ##D: uczennica gimnazjum.;gimnazista;1;2;##K: pot. ##D: uczeń gimnazjum. ##A1: {złość, wstręt, nieużyteczność, niewiedza, błąd} - m [Gimnazista narozrabiał na wycieczce i teraz jego rodzice muszą słono zapłacić za wszystkie zniszczone sprzęty.] ##A2: {złość, wstręt, nieużyteczność, niewiedza, błąd} - m [Jakoś mnie to nie dziwi, że ten gimnazista jest taki głupi.]
gimnazjalistka;1;2;##K:  ##D: . [##P: ] {##L: };gimnazjalista;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0
gitarzystka;1;2;##K:  ##D: . [##P: ] {##L: };gitarzysta;1;2;##K:  ##D: . [##P: ] {##L: }
giżycczanka;1;2;##K: og. ##D: mieszkanka Giżycka.;giżycczanin;1;2;##K: og. ##D: człowiek mieszkający w Giżycku.
gliwiczanka;1;2;##K: og. ##D: mieszkanka Gliwic.;gliwiczanin;1;2;##K: og. ##D: mieszkaniec Gliwic.
globtroterka;1;2;##K:  ##D: . [##P: ] {##L: };globtroter;1;2;##K:  ##D: . [##P: ] {##L: }
gloryfikatorka;1;2;##K:  ##D: . [##P: ] {##L: };gloryfikator;1;2;##K: książk. ##D: człowiek, który kogoś lub coś wychwala. [##P: ] {##L: }
glosatorka;1;2;##K:  ##D: . [##P: ] {##L: };glosator;1;2;##K: książk. ##D: autor glos, osoba komentująca trudne, niezrozumiałe słowa w tekstach, przede wszystkim dawnych. ##A1: 0 ##A2: 0
glosatorka;2;2;2;glosator;2;2;##K: specj. ##D: prawnik, który w XII i XII wieku w Bolonii komentował prawo rzymskie. ##A1: 0 ##A2: 0
głogowianka;1;2;##K: og. ##D: mieszkanka Głogowa oraz Głogowa Małopolskiego.;głogowianin;1;2;##K: og. ##D: mieszkaniec Głogowa oraz Głogowa Małopolskiego.
głosicielka;1;2;##K:  ##D: . [##P: ] {##L: };głosiciel;1;2;##K: książk. ##D: człowiek, który coś głosi, rozpowszechnia jakieś nowiny, idee. [##P: Będę pani oddanym sługą, pierwszym głosicielem twej chwały.]
głosicielka;2;2;##K: specj. ##D: kobieta należąca do Świadków Jehowy, nieodpłatnie głosząca dobrą nowinę o Królestwie Bożym. [##W: Wkrótce do działalności kaznodziejskiej dołączyli: pochodząca z Niemiec głosicielka Kropff w Rotterdamie, Frits Peters w Amsterdamie, Ruurd Hallema we Fryzji, a później także J. Andringa.];głosiciel;2;2;##K: książk. ##D: kaznodzieja Świadków Jehowy, ochrzczony lub nieochrzczony członek zboru, który nieodpłatnie głosi dobrą nowinę o Królestwie Bożym. [##W: Nadzoruje ogólnoświatową działalność ewangelizacyjną, prowadzoną przez głosicieli zorganizowanych w zbory oraz redagowanie i wydawanie publikacji religijnych Świadków Jehowy.] [##W: Głosiciel, wyruszając do służby (przeważnie razem z drugim głosicielem), zwykle rozpowszechnia nieodpłatnie czasopisma („Strażnica Zwiastująca Królestwo Jehowy” i „Przebudźcie się!”) i inne publikacje Świadków Jehowy oraz Biblie, zaprasza na zebrania do miejscowej Sali Królestwa, na wykłady podczas kongresu, na doroczną uroczystość Wieczerzy Pańskiej, bierze udział w specjalnych kampaniach informacyjnych, wyświetla krótkie filmy lub proponuje skorzystanie z bezpłatnego kursu biblijnego.] {##L: https://pl.wikipedia.org/wiki/Głosiciel}
głównodowodząca;1;2;##K:  ##D: . [##P: ] {##L: };głównodowodzący;1;2;##K: og. ##D: najwyższy dowódca. [##W: Do bitwy doszło kiedy marszałek Vivonne, głównodowodzący francuskiej ekspedycji na Sycylię, postanowił ostatecznie zniszczyć flotę przeciwnika, która zdemoralizowana po śmierci swojego dotychczasowego dowódcy admirała de Ruytera w bitwie pod Augustą, wycofała się do Palermo, chroniąc swe okręty w obszernej zatoce.] {##L: }
głuszka;1;2;##K: specj. ##D: samica głuszca, dużego ptaka z rodziny kurowatych.;głuszec;1;2;##K: og. {##L: http://pl.wikipedia.org/wiki/Głuszec_zwyczajny}
głuszyca;1;2;##K: specj. ##D: samica głuszca, dużego ptaka z rodziny kurowatych.;głuszec;1;2;##K: og. {##L: http://pl.wikipedia.org/wiki/Głuszec_zwyczajny}
głuszyczanka;1;2;##K: og. ##D: mieszkanka Głuszycy.;głuszyczanin;1;2;##K: og. ##D: mieszkaniec Głuszycy - miejscowości na Dolnym Śląsku.
gnębicielka;1;2;##K:  ##D: . [##P: ] {##L: };gnębiciel;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {strach, krzywda} - s [Franek był jednym z moich największych gnębicieli w szkole - zawsze zabierał mi kanapki i wyszydzał moje czapki.] ##A2: {smutek, strach, krzywda, nieszczęście} - m [Gnębiciel Hani nie dawał jej spokoju nawet w nocy.] ##A3: {smutek, strach, krzywda, nieszczęście} - m [Nieletni gnębiciel - postrach miejscowej podstawówki - odpowie przed sądem za groźby i inne czyny karalne, których dopuszczał się wobec swoich młodszych kolegów.]
gniada;1;2;##K: og. ##D: gniada klacz. [##P: ] {##L: };gniady;1;2;##K: og. ##D: gniady koń. [##P: ] {##L: }
gnieźnianka;1;2;##K: og. ##D: mieszkanka Gniezna.;gnieźnianin;1;2;##K: og. ##D: człowiek mieszkający w Gnieźnie.
gobeliniarka;1;2;##K:  ##D: . [##P: ] {##L: };gobeliniarz;1;2;##K: specj. ##D: tkacz zajmujący się wyrobem gobelinów. [##P: Gobeliniarze wytwarzają tkaniny przypominające malowidła.] ##A1: 0 ##A2: 0
golaska;1;2;##K:  ##D: . [##P: ] {##L: };golas;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {złość, brzydota, błąd} - s [Jakiś golas biegał po ulicy.] ##A2: {wstręt, brzydota, błąd} - s [Ten zboczony golas spacerował, jak gdyby nigdy nic, po szlaku tatrzańskim.]
goleniowianka;1;2;##K: og. ##D: mieszkanka Goleniowa.;goleniowianin;1;2;##K: og. ##D: mieszkaniec Goleniowa.
golfistka;1;2;##K:  ##D: . [##P: ] {##L: };golfista;1;2;##K:  ##D: . [##P: ] {##L: }
golkiperka;1;2;##K: og. ##D: członkini drużyny w niektórych sportach zespołowych, której zadaniem jest uniemożliwienie zdobycia bramki (gola) zawodnikom drużyny przeciwnej.;golkiper;1;2;##K: og. ##D: bramkarz - członek zespołu, którego zadaniem jest uniemożliwienie zdobycia bramki (gola) zawodnikom drużyny przeciwnej. [##W: W drużynie IK Oddevold szwedzki golkiper występował łącznie przez sześć lat, w trakcie których rozegrał 131 spotkań.] [##W: Na Mundialu tym on, jak i golkiper - Américo Lopes, napastnik - Manuel Duarte oraz pomocnik - Fernando Peres, nie zagrał ani jednego meczu.] [##W:  Jednak przez trzy lata przegrywał rywalizację z innymi golkiperami, m. in. rodakiem Davidem Harveyem i nie rozegrał żadnego spotkania w angielskiej lidze.] {##L: http://pl.wikipedia.org/wiki/Bramkarz}
gołąbka;2;2;##K: og. ##D: samica gołębia.;gołąb;1;2;##K: og. ##D: ptak, poszczególne gatunki tego ptaka w taksonomii biologicznej klasyfikowane są w obrębie rodziny gołębiowatych (Columbidae), w podrodzinie gołębi (Columbinae). [##P: Kiedy rano szedłem do pracy, narobił na mnie gołąb - to podobno przynosi szczęście, ale oczywiście z samego faktu osrania nie byłem do końca szczęśliwy.]
gołąbka;1;2;##K: pot. ##D: pieszczotliwie: kochana, ptaszyna, kobieta, dla której ma się szczególnie dużo czułości, przy okazji: zwykle osoba o łagodnym usposobieniu. [##P: Moja gołąbka dzisiaj odmówiła wyjścia na miasto, wolała spędzić wieczór ze mną w domu.] ##A1: {radość, dobro} + m [Jej babcia to gołąbka o złotym sercu.] ##A2: {radość, zaufanie, dobro, piękno, szczęście} + m [Gołąbko moja, przyjedź do mnie!];gołąbek;6;2;##K: pot. ##D: pieszczotliwie: kochanie, ptaszyna, człowiek, dla którego ma się szczególnie dużo czułości, przy okazji: zwykle ktoś o łagodnym usposobieniu. [##P: Mój gołąbku, co byś chciała dostać ode mnie pod choinkę?] [##P: Och, ta Malwinka, nasz jasny gołąbek, jaka ona jest kochana.]
gołąbka;3;2;##K: pot. ##D: siwa, białowłosa kobieta.;gołąbek;7;2;##K: pot. ##D: zdrobniale: gołąb - siwy, białowłosy człowiek. [##P: Po pięćdziesiątce nagle szybko się posunął i teraz jest siwym, pomarszczonym gołąbkiem, do tego nawet jakby zmalał - myślę, że w ogóle byś go nie poznała.]
gołębiarka;1;2;##K:  ##D: . [##P: ] {##L: };gołębiarz;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
gołębica;1;2;##K: og. ##D: samica gołębia.;gołąb;1;2;##K: og. ##D: ptak, poszczególne gatunki tego ptaka w taksonomii biologicznej klasyfikowane są w obrębie rodziny gołębiowatych (Columbidae), w podrodzinie gołębi (Columbinae). [##P: Kiedy rano szedłem do pracy, narobił na mnie gołąb - to podobno przynosi szczęście, ale oczywiście z samego faktu osrania nie byłem do końca szczęśliwy.]
gongorystka;1;2;##K:  ##D: . [##P: ] {##L: };gongorysta;1;2;##K: książk. ##D: twórca wzorujący się na poezji Gongory, przedstawiciel gongoryzmu. ##A1: 0  ##A2: 0
gorliczanka;1;2;##K: og. ##D: mieszkanka Gorlic.;gorliczanin;1;2;##K: og. ##D: mieszkaniec Gorlic.
gorszycielka;1;2;##K:  ##D: . [##P: ] {##L: };gorszyciel;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: {złość, wstręt, krzywda, błąd} - s [Wstydzę się mojego syna, bo jest gorszycielem.] ##A2: {złość, strach, wstręt, nieużyteczność, błąd, nieszczęście} - s [Unikam gorszycieli, którzy zachęcają do hulaszczego stylu życia.]
gorylica;1;2;##K: og. ##D: samica goryla. ##A1: 0 ##A2: 0;goryl;1;2;##K: og. ##D: Gorilla – rodzaj największych spośród współcześnie żyjących małp naczelnych, zaliczany do człowiekowatych, zamieszkuje lasy tropikalne w Afryce. [##W: Prawie wszystkie goryle dzielą tę samą grupę krwi (B), tak jak ludzie, mają indywidualne odciski palca.] [##W: Goryle potrafią wykorzystywać kamienie jako proste narzędzia służące do rozbijania łupin orzechów.] {##W: http://pl.wikipedia.org/wiki/Goryl} ##A1: 0 ##A2: 0
gorzelniczka;1;2;##K:  ##D: . [##P: ] {##L: };gorzelnik;1;2;##K:  ##D: . [##P: ] {##L: } ##A1: 0 ##A2: 0
gorzelniczka;2;2;2;gorzelnik;2;2;przestarz.
gorzowianka;1;2;##K: og. ##D: mieszkanka Gorzowa Śląskiego oraz Gorzowa Wielkopolskiego.;gorzowianin;1;2;##K: og. ##D: mieszkaniec Gorzowa Śląskiego oraz Gorzowa Wielkopolskiego. 
gorzyczanka;1;2;##K: og. ##D: mieszkanka Gorzyc - wsi w województwie śląskim.;gorzyczanin;1;2;##K: og. ##D: mieszkaniec Gorzyc - wsi w województwie śląskim.
gospodyni;1;2;kobieta, która jest panią danego domu ##A1: 0 ##A2: 0;gospodarz;1;2;##K: og. ##D: pan domu, głowa rodziny w danym domostwie. [##P: Dla gospodyni przyniósł kwiatki, a dla gospodarza - pół litra.]
gosprzydowianka;1;2;##K: og. ##D: mieszkanka Gosprzydowej, kobieta pochodząca z Gosprzydowej.;gosprzydowianin;1;2;##K: og. ##D: mieszkaniec Gosprzydowej - wsi w województwie małopolskim.
gostynianka;1;2;##K: og. ##D: mieszkanka Gostynia.;gostynianin;1;2;##K: og. ##D: człowiek mieszkający w Gostyniu.
gostynianka;2;2;##K: nienorm. ##D: mieszkanka Gostynina.;gostynianin;2;2;##K: nienorm. ##D: mieszkaniec Gostynina.
